11 21 44.57698412698413
12 42 42.18373015873016
13 44 46.30719696969697
14 55 46.099999999999994
15 86 44.56395348837211
16 104 40.312339743589746
17 110 35.88727272727272
18 91 33.13406593406593
19 84 29.423412698412697
20 65 27.11589743589743
21 57 22.70029239766082
22 40 27.50124999999999
23 23 29.388405797101452
0 10 18.351666666666667
1 10 24.655
2 1 8.5
3 8 25.95625
4 14 23.255952380952383
5 38 32.127631578947366
6 54 45.45555555555555
7 98 40.12772108843538
8 53 44.62106918238993
9 50 39.91166666666666
10 58 46.88247126436781
11 57 39.028070175438586
12 54 41.3138888888889
13 62 49.68091397849462
14 53 44.975471698113196
15 77 46.15086580086581
16 133 42.17781954887218
17 113 36.74896755162241
18 99 37.97171717171717
19 68 35.39975490196078
20 50 27.854333333333333
21 51 27.509150326797386
22 40 21.53125
23 23 25.5
0 7 21.38809523809524
1 9 20.85925925925926
2 4 74.05416666666667
3 3 30.333333333333332
4 11 32.057575757575755
5 37 30.096396396396393
6 67 40.07213930348258
7 97 36.958419243986256
8 72 36.1375
9 54 44.0395061728395
10 65 36.71923076923077
11 61 40.16502732240437
12 54 44.64938271604939
13 37 34.79504504504505
14 72 41.225925925925935
15 58 56.415517241379305
16 73 43.862328767123294
17 74 41.785810810810815
18 45 37.5774074074074
19 48 33.707986111111104
20 39 25.9025641025641
21 36 27.64166666666667
22 19 26.985087719298242
23 17 34.00098039215686
0 11 26.45
1 13 16.524358974358975
2 5 27.560000000000002
3 8 35.37291666666667
4 17 24.900000000000002
5 29 41.951149425287355
6 60 36.62777777777777
7 74 37.98130630630631
8 72 35.687731481481485
9 51 52.245098039215684
10 58 40.72471264367816
11 59 46.258192090395475
12 65 46.353846153846156
13 68 47.9014705882353
14 74 42.20247747747747
15 100 46.33266666666669
16 139 40.13309352517986
17 119 36.338235294117645
18 119 35.35084033613446
19 80 38.47166666666667
20 55 27.40939393939394
21 32 37.210416666666674
22 35 33.58857142857142
23 22 25.547727272727276
0 15 34.738888888888894
1 27 36.23086419753086
2 10 37.62166666666666
3 2 43.108333333333334
5 10 36.68833333333333
6 14 34.760714285714286
7 30 37.2
8 23 39.15072463768116
9 47 50.79964539007093
10 57 50.9593567251462
11 55 53.747272727272744
12 58 48.49310344827586
13 64 45.05286458333333
14 59 44.119491525423726
15 70 43.806428571428576
16 70 39.405952380952385
17 74 37.817342342342336
18 70 33.35690476190478
19 44 34.382954545454545
20 43 37.17519379844962
21 33 35.595454545454544
22 32 38.20625
23 38 27.071052631578954
0 11 22.775757575757577
1 10 23.876666666666665
2 10 20.03833333333333
3 5 40.21
4 3 23.67222222222222
5 16 43.0875
6 17 38.26372549019608
7 29 47.409195402298856
8 36 50.345370370370375
9 38 51.67763157894738
10 59 42.60734463276837
11 58 55.825862068965534
12 64 52.107812500000016
13 63 49.43968253968255
14 56 54.99613095238096
15 54 43.925
16 66 41.33434343434343
17 50 38.031333333333336
18 47 33.37765957446809
19 46 38.75072463768117
20 39 33.7508547008547
21 31 37.43709677419354
22 22 22.236363636363635
23 12 30.883333333333336
0 6 27.994444444444444
1 5 30.57666666666667
2 2 33.983333333333334
3 8 27.27916666666667
4 14 31.594047619047622
5 35 43.567619047619054
6 58 41.586494252873564
7 68 39.70539215686274
8 57 42.212865497076024
9 37 45.12297297297298
10 44 40.99772727272728
11 55 45.29333333333334
12 52 42
13 42 52.92976190476191
14 65 48.27897435897436
15 73 40.25867579908676
16 101 48.80660066006601
17 97 43.12749140893471
18 71 36.69741784037559
19 54 37.66851851851852
20 47 31.698581560283685
21 41 32.59756097560975
22 29 34.266666666666666
23 17 25.70294117647059
0 9 30.770370370370372
1 4 52.09166666666667
2 7 47.652380952380945
3 13 35.82179487179487
4 17 33.97549019607843
5 30 46.84166666666667
6 54 38.57283950617284
7 72 42.956481481481475
8 60 38.16444444444444
9 50 41.522
10 40 45.826666666666675
11 46 38.79927536231884
12 56 44.57946428571429
13 41 50.78821138211382
14 63 50.95317460317462
15 79 49.24535864978905
16 92 38.65652173913044
17 110 45.325303030303026
18 71 41.5488262910798
19 59 32.75197740112995
20 55 34.82666666666666
21 42 31.55476190476191
22 33 30.757070707070703
23 17 34.199019607843134
0 15 30.135555555555552
1 10 42.80166666666666
2 3 32.050000000000004
3 5 30.03666666666667
4 11 24.783333333333335
5 27 35.18395061728395
6 58 41.478735632183906
7 82 47.13272357723578
8 64 37.36744791666667
9 61 48.75983606557378
10 54 54.565740740740736
11 53 46.04308176100628
12 47 51.320921985815595
13 51 51.88039215686275
14 55 46.76969696969697
15 85 50.81411764705882
16 76 46.70394736842106
17 93 40.434408602150526
18 92 33.59311594202899
19 51 32.229084967320254
20 49 27.86530612244897
21 45 31.01259259259259
22 21 27.18095238095238
23 16 35.096875
0 11 22.807575757575755
1 3 19.055555555555554
2 2 24.391666666666666
3 3 34.17777777777778
4 12 25.179166666666664
5 16 33.38229166666667
6 38 43.03684210526317
7 70 39.00571428571429
8 51 43.02026143790849
9 52 51.18685897435898
10 43 61.70232558139536
11 55 62.87424242424243
12 56 44.790476190476205
13 69 51.69710144927536
14 67 40.058706467661686
15 86 48.274612403100775
16 79 51.99050632911391
17 93 46.700896057347684
18 78 36.36367521367521
19 41 38.322764227642274
20 54 31.520987654320987
21 38 24.703508771929826
22 39 27.47478632478632
23 11 26.143939393939398
0 13 25.66794871794872
